"DMSO_1"	"DMSO_2"	"DMSO_3"	"DMSO_4"	"DRUGX_1"	"DRUGX_2"	"DRUGX_3"	"DRUGX_4"
"ENSG00000214354.3"	0	0	0	0	2	1	0	0
"ENSG00000223973.2"	1	0	1	0	0	0	0	0
"ENSG00000168092.14"	2619	2309	2858	2718	2134	2487	2300	1955
"ENSG00000079462.8"	873	988	1206	1195	470	553	519	466
"ENSG00000158006.14"	158	101	120	117	183	215	236	156
"ENSG00000076641.4"	303	277	347	335	172	206	152	165
"ENSG00000238269.9"	0	0	0	0	1	0	0	0
"ENSG00000280789.2"	1121	1038	1228	1243	399	508	410	373
"ENSG00000128050.9"	4966	4427	5317	5289	2147	2479	2354	1952
"ENSG00000226055.2"	2	3	3	5	4	4	8	2
"ENSG00000285495.1"	0	0	0	0	0	0	0	0
"ENSG00000172239.14"	1648	1603	1954	2001	1314	1485	1472	1334
"ENSG00000224954.1"	2	2	0	2	0	0	0	0
"ENSG00000228199.1"	2	2	5	2	0	3	0	2
"ENSG00000174977.8"	0	1	0	0	0	0	0	0
"ENSG00000120727.13"	850	771	998	948	719	836	807	705
"ENSG00000124374.9"	27	21	14	19	5	16	9	16
"ENSG00000149269.10"	1089	1107	1198	1206	773	972	838	754
"ENSG00000285226.2"	452	426	477	436	288	351	322	285
"ENSG00000180370.10"	4569	3919	4323	4558	3507	4207	3585	3245
"ENSG00000077264.17"	226	188	185	209	200	228	222	215
"ENSG00000130669.17"	1419	1321	1424	1487	716	862	745	738
"ENSG00000137843.12"	4	11	9	5	12	4	12	5
"ENSG00000083093.11"	436	372	428	400	279	256	236	210
"ENSG00000107719.10"	299	293	313	305	202	231	231	228
"ENSG00000129116.20"	5256	4599	5198	5064	6368	6962	6887	6175
"ENSG00000099864.18"	151	144	170	192	156	164	150	136
"ENSG00000157654.19"	8463	7001	7651	7569	8869	9336	8861	8739
"ENSG00000288318.1"	6	4	6	13	0	0	1	1
"ENSG00000099260.12"	188	151	156	178	522	582	590	484
"ENSG00000072415.10"	1286	1199	1348	1328	1606	1802	1576	1441
"ENSG00000105926.16"	540	472	467	481	301	335	283	250
"ENSG00000145730.21"	4024	3714	4226	4019	5967	7142	6543	5643
"ENSG00000282228.1"	109	157	190	96	114	174	153	123
"ENSG00000217930.8"	113	48	91	176	117	70	101	97
"ENSG00000149090.13"	0	2	8	4	17	15	19	13
"ENSG00000135473.16"	345	281	341	283	115	151	124	124
"ENSG00000152520.14"	623	547	636	585	393	470	383	405
"ENSG00000152782.18"	231	218	230	242	141	173	133	130
"ENSG00000125779.24"	402	415	417	436	324	384	366	326
"ENSG00000120137.7"	2348	1886	2141	1963	1876	1993	1759	1732
"ENSG00000273494.3"	65	45	74	29	21	29	496	480
"ENSG00000157881.16"	507	569	586	544	495	540	0	0
"ENSG00000288675.1"	28	41	57	46	64	98	75	78
"ENSG00000110218.9"	469	478	500	461	472	546	539	520
"ENSG00000073150.14"	183	185	231	188	300	354	340	297
"ENSG00000148832.16"	77	70	110	99	95	92	80	67
"ENSG00000100767.17"	10	15	11	12	7	4	8	1
"ENSG00000090060.19"	3689	3080	3477	3365	2433	2692	2523	2224
"ENSG00000115421.13"	288	226	274	234	217	250	223	185
"ENSG00000182752.10"	1308	1037	1072	1023	3939	3859	3725	3942
"ENSG00000116183.11"	44	36	44	38	12	22	9	14
"ENSG00000138801.9"	1901	1819	2006	2016	2293	2603	2402	2087
"ENSG00000198682.13"	3431	2984	3379	3292	9810	10531	9994	9265
"ENSG00000163291.14"	645	537	645	626	353	438	406	327
"ENSG00000162073.14"	1547	1573	1844	1733	465	466	508	421
"ENSG00000137819.14"	173	129	134	148	94	77	70	69
"ENSG00000160781.17"	18	25	32	26	15	16	21	31
"ENSG00000182749.6"	222	284	286	336	458	479	473	463
"ENSG00000170915.9"	353	301	325	280	123	129	129	138
"ENSG00000188582.10"	4	4	4	7	14	16	19	21
"ENSG00000148498.17"	839	717	784	794	630	637	657	572
"ENSG00000116117.19"	370	291	306	314	453	415	452	453
"ENSG00000102981.10"	121	128	128	125	50	77	66	55
"ENSG00000124171.9"	63	70	71	63	49	33	48	52
"ENSG00000237025.1"	3	0	0	0	0	0	1	0
"ENSG00000178184.16"	123	113	121	95	71	75	64	56
"ENSG00000227345.9"	624	584	631	546	551	598	605	525
"ENSG00000239883.10"	19	17	21	12	9	4	3	13
"ENSG00000116288.13"	2449	2531	2997	3119	2538	2973	3026	2548
"ENSG00000257243.1"	2	2	2	0	0	0	1	0
"ENSG00000237631.2"	0	0	0	0	0	0	0	1
"ENSG00000175193.14"	473	483	484	563	504	512	510	447
"ENSG00000169116.11"	3	2	0	0	0	0	2	5
"ENSG00000274829.4"	11	6	8	1	46	11	34	17
"ENSG00000140694.18"	704	640	832	799	561	606	566	485
"ENSG00000143799.14"	3326	3220	3567	3538	1530	1822	1677	1468
"ENSG00000178685.14"	62	67	69	71	57	75	67	63
"ENSG00000111224.14"	1	0	2	0	0	0	1	0
"ENSG00000059378.13"	301	311	289	278	255	289	257	247
"ENSG00000173193.15"	712	611	637	673	418	475	468	478
"ENSG00000173200.13"	221	166	155	165	163	143	113	115
"ENSG00000138617.16"	203	168	182	228	127	131	103	134
"ENSG00000129484.14"	549	555	661	681	202	217	183	171
"ENSG00000041880.15"	487	510	542	523	654	704	669	634
"ENSG00000102699.6"	3236	2819	2966	2864	2240	2494	2406	2219
"ENSG00000137817.17"	580	591	609	523	306	351	307	339
"ENSG00000151883.19"	368	321	347	334	348	326	315	273
"ENSG00000138496.17"	348	300	305	348	251	263	272	246
"ENSG00000185480.12"	543	429	462	497	75	89	77	54
"ENSG00000162396.6"	90	96	112	111	118	118	111	99
"ENSG00000197702.14"	3853	3415	3776	3747	4166	4786	4402	4031
"ENSG00000188677.15"	304	349	379	383	354	428	429	402
"ENSG00000115687.14"	525	495	516	488	109	99	83	79
"ENSG00000237353.7"	0	0	0	0	1	0	0	0
"ENSG00000132849.22"	235	271	265	298	275	330	314	311
"ENSG00000166889.14"	1167	1023	1087	1082	503	626	574	535
"ENSG00000229474.8"	2	1	4	1	3	3	0	0
"ENSG00000100105.18"	707	745	770	837	264	310	315	286
"ENSG00000177425.11"	4907	4182	4584	4436	3749	4500	3992	3544
"ENSG00000225533.1"	0	1	0	1	0	0	0	0
"ENSG00000075891.24"	0	0	0	1	1	0	2	1
"ENSG00000135903.20"	0	0	0	0	2	0	0	0
"ENSG00000196092.14"	0	0	0	0	0	3	0	0
"ENSG00000007372.25"	819	741	757	691	393	485	415	395
"ENSG00000125618.18"	406	385	444	422	349	432	351	339
"ENSG00000198807.13"	1	0	1	0	0	1	1	0
"ENSG00000159086.15"	834	768	786	699	381	468	379	320
"ENSG00000263141.5"	0	0	0	30	17	7	0	9
"ENSG00000157212.19"	413	402	473	433	124	178	169	118
"ENSG00000148362.11"	674	690	812	804	319	422	385	388
"ENSG00000102390.11"	346	310	377	375	333	370	354	323
"ENSG00000168078.10"	1692	1537	1901	1768	89	93	72	55
"ENSG00000108187.16"	178	153	184	151	244	319	254	278
"ENSG00000254440.3"	1	0	0	0	0	1	0	0
"ENSG00000163939.19"	2885	2363	2647	2483	1309	1514	1249	1306
"ENSG00000185630.20"	281	265	239	259	214	230	204	211
"ENSG00000236353.7"	66	120	218	149	48	35	78	45
"ENSG00000232005.7"	447	440	272	520	245	476	223	293
"ENSG00000224952.7"	88	50	158	67	129	62	214	66
"ENSG00000204304.12"	101	75	188	7	163	37	0	149
"ENSG00000225987.7"	52	50	61	35	39	66	19	38
"ENSG00000206315.9"	19	0	0	16	0	0	0	0
"ENSG00000167081.18"	1205	1045	1239	1156	648	699	650	562
"ENSG00000105717.14"	9	6	5	12	3	2	0	2
"ENSG00000163346.17"	615	601	658	660	1119	1308	1189	1123
"ENSG00000173599.15"	266	283	269	291	184	186	190	188
"ENSG00000166228.9"	431	460	476	516	561	657	714	583
"ENSG00000132570.15"	243	253	230	209	160	180	228	183
"ENSG00000235701.1"	6	0	4	2	1	1	1	4
"ENSG00000183570.17"	0	0	0	0	0	0	0	0
"ENSG00000090097.22"	1306	1210	1423	1484	1694	1731	1781	1689
"ENSG00000175198.17"	195	179	192	206	98	129	103	95
"ENSG00000114054.14"	658	598	722	786	799	876	796	754
"ENSG00000156453.14"	60	59	53	51	108	119	124	119
"ENSG00000138650.9"	998	971	1066	1126	4029	4080	4118	3755
"ENSG00000102290.23"	3	4	11	2	4	7	2	5
"ENSG00000099715.15"	24	28	24	13	14	20	16	18
"ENSG00000113555.6"	7	4	4	2	4	3	7	6
"ENSG00000150275.20"	0	0	0	0	0	0	1	1
"ENSG00000189184.12"	240	211	246	258	64	61	67	73
"ENSG00000165194.15"	0	0	0	1	0	1	0	0
"ENSG00000169851.16"	763	656	744	784	1202	1201	1153	1169
"ENSG00000225510.2"	0	0	0	0	0	0	0	0
"ENSG00000184226.15"	143	157	148	167	217	206	170	207
"ENSG00000204970.10"	0	2	3	0	5	7	6	6
"ENSG00000250120.8"	7	8	4	3	4	12	3	4
"ENSG00000249158.7"	0	1	0	0	0	6	2	1
"ENSG00000251664.5"	3	12	4	1	27	20	17	26
"ENSG00000239389.8"	0	0	0	0	0	2	0	0
"ENSG00000249504.3"	0	0	0	1	0	0	0	0
"ENSG00000204969.7"	5	1	5	6	5	3	7	1
"ENSG00000255408.4"	15	3	3	3	0	0	5	1
"ENSG00000204967.12"	61	47	52	34	57	84	53	74
"ENSG00000204965.9"	10	0	0	13	4	12	9	1
"ENSG00000081842.18"	167	176	186	194	217	252	217	183
"ENSG00000204963.6"	17	24	46	37	104	68	66	73
"ENSG00000204962.6"	3	4	0	1	0	3	5	3
"ENSG00000204961.7"	2	5	4	7	0	1	2	3
"ENSG00000248383.5"	0	1	3	0	5	2	0	0
"ENSG00000243232.6"	1	1	0	0	1	0	13	5
"ENSG00000171815.6"	15	15	11	6	5	6	5	7
"ENSG00000120324.9"	26	25	21	24	60	67	91	55
"ENSG00000197479.7"	8	5	2	4	11	16	18	13
"ENSG00000120328.6"	20	28	9	21	25	19	19	20
"ENSG00000187372.11"	109	82	104	89	149	137	143	140
"ENSG00000120327.7"	71	73	95	70	184	254	188	184
"ENSG00000113248.6"	11	22	21	9	34	43	26	39
"ENSG00000272674.4"	54	53	76	55	116	158	133	107
"ENSG00000255622.4"	0	0	0	0	0	0	0	0
"ENSG00000146001.6"	2	4	7	7	7	9	3	13
"ENSG00000262096.3"	1	3	1	3	3	8	2	4
"ENSG00000112852.7"	54	62	43	65	74	70	55	69
"ENSG00000113205.5"	3	4	7	7	4	14	5	1
"ENSG00000081818.4"	1	3	0	5	2	2	3	3
"ENSG00000113209.9"	38	51	60	68	80	111	96	89
"ENSG00000113211.6"	2	3	5	2	16	12	8	14
"ENSG00000113212.7"	0	2	3	1	10	23	16	23
"ENSG00000120322.4"	2	7	7	5	11	24	26	30
"ENSG00000177839.7"	26	32	27	27	73	65	75	41
"ENSG00000204956.6"	96	60	121	60	136	165	179	111
"ENSG00000253846.3"	10	9	8	3	7	8	5	14
"ENSG00000253873.6"	1607	1417	1359	1412	1801	1937	1780	1901
"ENSG00000253159.3"	14	3	5	9	0	1	0	3
"ENSG00000081853.15"	25	83	45	72	104	194	112	139
"ENSG00000254245.3"	12	9	6	7	3	7	9	9
"ENSG00000262576.3"	80	66	46	54	126	150	96	139
"ENSG00000253485.3"	36	41	28	21	15	13	12	12
"ENSG00000253731.3"	59	51	68	70	30	42	26	38
"ENSG00000253537.3"	368	295	282	273	488	550	510	530
"ENSG00000253767.3"	11	9	3	0	8	11	8	19
"ENSG00000261934.3"	269	202	259	188	309	329	288	318
"ENSG00000254221.3"	226	170	217	176	346	374	361	444
"ENSG00000253910.3"	92	88	86	123	235	258	221	208
"ENSG00000262209.3"	22	42	28	16	5	20	14	7
"ENSG00000253953.3"	45	12	30	26	32	4	15	22
"ENSG00000276547.2"	678	544	596	659	615	639	708	649
"ENSG00000253305.3"	17	16	35	20	9	18	12	5
"ENSG00000254122.3"	855	708	804	903	1063	1074	975	956
"ENSG00000248449.2"	12	10	10	10	4	8	6	8
"ENSG00000276545.1"	4	1	3	2	0	2	0	0
"ENSG00000240184.7"	2312	2417	2701	2488	3438	4055	3844	3526
"ENSG00000242419.6"	12	9	5	5	4	6	5	17
"ENSG00000240764.4"	78	55	57	44	216	192	231	233
"ENSG00000132635.17"	242	349	338	281	303	394	380	353
"ENSG00000179715.13"	77	96	89	77	98	108	88	111
"ENSG00000231254.2"	0	0	0	0	1	0	0	0
"ENSG00000165494.12"	981	924	951	880	590	619	566	551
"ENSG00000115289.14"	163	159	208	190	213	186	198	181
"ENSG00000278644.2"	996	956	979	1050	742	860	837	747
"ENSG00000185619.19"	952	884	930	880	774	894	774	774
"ENSG00000180628.15"	2377	1982	2190	2104	1873	2052	1928	1632
"ENSG00000156374.16"	511	449	539	578	249	349	270	256
"ENSG00000126226.22"	948	967	1103	1122	811	866	810	735
"ENSG00000100982.12"	596	618	694	656	274	308	304	300
"ENSG00000285241.2"	380	413	479	478	186	246	168	182
"ENSG00000166803.14"	1452	1320	1495	1574	99	173	144	124
"ENSG00000186472.20"	186	116	91	112	115	122	106	138
"ENSG00000078674.20"	2479	2050	2215	2198	1198	1351	1205	1204
"ENSG00000120265.21"	1506	1478	1640	1707	1128	1340	1268	1080
"ENSG00000168300.14"	426	363	383	321	366	445	391	354
"ENSG00000280663.4"	168	61	93	111	112	162	40	116
"ENSG00000203880.13"	406	421	464	411	386	404	430	353
"ENSG00000132646.11"	4118	3907	4820	4811	1262	1494	1396	1088
"ENSG00000249065.2"	0	0	0	0	0	0	0	2
"ENSG00000081154.12"	2492	2329	2549	2473	1673	2111	1755	1463
"ENSG00000258359.1"	1	5	6	1	0	1	0	1
"ENSG00000213344.2"	0	2	0	3	1	0	0	0
"ENSG00000160299.19"	2399	2156	2209	2118	730	848	734	846
"ENSG00000100731.16"	1793	1485	1468	1520	1941	2165	1925	1931
"ENSG00000135749.19"	356	315	309	249	372	333	368	297
"ENSG00000197136.5"	2515	2243	2390	2425	2581	2728	2615	2694
"ENSG00000126773.13"	2271	1784	2036	2002	1739	1914	1642	1569
"ENSG00000106333.13"	74	80	61	71	31	28	35	33
"ENSG00000163710.9"	235	197	277	258	482	540	465	458
"ENSG00000175426.11"	7	11	8	14	4	5	9	5
"ENSG00000102109.9"	409	524	588	597	1368	1641	1522	1409
"ENSG00000125851.10"	0	0	0	0	0	0	0	1
"ENSG00000115257.15"	34	16	35	15	25	34	9	29
"ENSG00000099139.14"	8	9	11	4	5	12	13	10
"ENSG00000140479.18"	16	18	24	9	8	5	8	9
"ENSG00000160613.15"	1119	974	1012	999	1200	1222	1189	1210
"ENSG00000169174.11"	0	2	0	2	0	1	0	1
"ENSG00000141179.14"	141	144	125	140	132	143	125	118
"ENSG00000116005.12"	1905	1679	1967	1979	2593	2951	2801	2374
"ENSG00000145882.11"	269	255	246	324	314	393	302	342
"ENSG00000161217.12"	1766	1507	1633	1716	2670	2935	2778	2588
"ENSG00000102230.14"	0	0	1	1	0	0	1	0
"ENSG00000185813.11"	1375	1456	1575	1626	1390	1660	1625	1630
"ENSG00000106244.13"	2876	3061	3399	3539	2074	2324	2045	2268
"ENSG00000116703.14"	2	0	0	0	0	0	0	0
"ENSG00000114209.15"	706	581	698	643	500	546	533	454
"ENSG00000148843.15"	2424	2263	2359	2273	2550	2842	2587	2744
"ENSG00000197646.8"	363	349	335	356	787	845	857	668
"ENSG00000071994.11"	1091	1125	1281	1370	1097	1290	1243	1036
"ENSG00000126249.8"	148	118	172	176	111	130	147	98
"ENSG00000150593.18"	733	707	728	764	1107	1267	1206	1139
"ENSG00000105185.12"	725	742	853	850	644	711	697	681
"ENSG00000249915.9"	1014	1091	1159	1116	1137	1278	1236	1166
"ENSG00000288622.1"	0	0	0	0	33	0	32	0
"ENSG00000170248.15"	3792	3267	3657	3591	3686	4351	3960	3524
"ENSG00000275325.5"	0	0	0	0	0	0	0	0
"ENSG00000261377.8"	2	1	1	1	1	1	0	3
"ENSG00000188002.13"	28	27	28	23	13	31	27	22
"ENSG00000090470.15"	517	490	553	533	434	509	447	396
"ENSG00000136940.14"	444	471	441	475	314	352	350	344
"ENSG00000163440.12"	1	0	0	0	0	0	0	0
"ENSG00000255058.1"	0	0	0	0	1	0	0	0
"ENSG00000115539.14"	392	458	482	546	394	423	439	370
"ENSG00000244119.2"	136	96	112	103	64	91	54	73
"ENSG00000213089.4"	1	0	0	0	0	1	0	0
"ENSG00000112541.19"	35	9	20	15	16	9	11	7
"ENSG00000128655.19"	7	10	13	10	28	41	27	26
"ENSG00000174840.9"	1331	1102	1237	1322	1408	1549	1459	1335
"ENSG00000115252.19"	9	2	4	3	1	2	4	0
"ENSG00000123360.12"	0	0	0	0	2	0	0	0
"ENSG00000154678.18"	2570	2144	2387	2407	4268	4733	4069	4016
"ENSG00000186642.16"	22	16	7	9	16	15	3	13
"ENSG00000172572.7"	12	17	18	17	11	6	8	10
"ENSG00000152270.9"	14	8	9	12	5	6	6	7
"ENSG00000065989.16"	10	8	11	10	6	1	1	3
"ENSG00000184588.18"	67	37	37	42	35	45	37	57
"ENSG00000105650.23"	18	11	7	13	2	10	8	6
"ENSG00000113448.20"	14	22	22	15	9	15	24	18
"ENSG00000178104.22"	2519	2306	2335	2421	3286	3759	3314	3321
"ENSG00000229828.2"	0	0	0	0	0	0	0	0
"ENSG00000275131.4"	139	115	79	83	192	168	133	164
"ENSG00000234232.8"	0	0	0	0	0	0	3	0
"ENSG00000138735.16"	1179	934	1046	1087	1213	1506	1242	1144
"ENSG00000132915.12"	52	54	47	49	30	43	19	37
"ENSG00000133256.13"	0	3	2	2	0	7	2	4
"ENSG00000095464.10"	0	1	1	1	4	3	0	1
"ENSG00000156973.14"	198	147	201	220	199	225	205	182
"ENSG00000185527.12"	8	6	13	7	5	17	11	8
"ENSG00000205268.11"	392	396	414	414	122	144	134	148
"ENSG00000171408.14"	24	21	25	19	7	6	1	1
"ENSG00000073417.15"	552	482	492	415	399	476	455	398
"ENSG00000113231.14"	8	12	17	7	6	8	5	7
"ENSG00000258429.2"	356	469	511	552	395	463	481	424
"ENSG00000197461.13"	97	105	167	139	104	166	125	116
"ENSG00000100311.17"	38	48	63	43	57	94	76	70
"ENSG00000145431.11"	3615	2998	3564	3639	2894	3476	3208	2729
"ENSG00000170962.13"	28	15	28	19	19	38	21	28
"ENSG00000134853.12"	81	68	74	65	67	67	51	49
"ENSG00000113721.14"	1275	1161	1209	1241	950	1098	1034	945
"ENSG00000104213.13"	0	0	0	1	0	1	1	2
"ENSG00000131828.14"	1119	989	1365	1154	991	1097	1085	1003
"ENSG00000270772.1"	1	0	0	0	0	0	0	0
"ENSG00000168291.13"	1546	1541	1737	1774	1749	2066	1898	1650
"ENSG00000110435.13"	486	436	543	523	523	602	536	489
"ENSG00000185615.16"	1	1	0	3	0	0	0	1
"ENSG00000167004.14"	7956	7828	9099	8674	8499	10018	9159	7981
"ENSG00000180867.11"	53	45	68	38	38	30	31	36
"ENSG00000224677.1"	2	2	0	1	0	1	0	0
"ENSG00000155660.11"	4301	4264	4747	4718	3436	3968	3717	3429
"ENSG00000065485.20"	120	102	119	135	153	154	126	110
"ENSG00000143870.13"	6850	6706	7898	7871	6562	7312	6851	6229
"ENSG00000175087.10"	138	154	199	177	90	93	95	81
"ENSG00000152256.14"	340	298	261	307	254	293	247	280
"ENSG00000005882.12"	441	395	448	403	296	321	305	315
"ENSG00000067992.17"	6	10	21	11	8	7	2	5
"ENSG00000004799.8"	0	0	0	1	0	0	0	0
"ENSG00000107438.9"	1646	1650	1805	1902	1530	1867	1649	1517
"ENSG00000249274.1"	22	14	17	19	37	26	30	28
"ENSG00000120913.24"	628	687	784	770	860	1034	1065	940
"ENSG00000154553.17"	68	85	83	70	50	27	20	25
"ENSG00000131435.13"	895	827	1015	924	1403	1671	1560	1385
"ENSG00000163110.15"	4847	4136	4601	4671	4714	5244	4677	4113
"ENSG00000196923.14"	5705	6147	6711	6451	6138	7206	6675	6581
"ENSG00000164951.16"	1809	1603	1823	1834	1766	2105	1635	1590
"ENSG00000172840.7"	791	681	702	809	567	661	612	534
"ENSG00000140992.19"	1727	1385	1555	1505	1853	1930	1735	1817
"ENSG00000205918.10"	0	0	4	0	0	0	3	0
"ENSG00000162493.17"	0	0	0	0	0	0	0	0
"ENSG00000090857.14"	2548	2211	2225	2240	1768	1836	1683	1766
"ENSG00000214331.9"	108	81	63	72	45	58	47	63
"ENSG00000088356.6"	340	406	458	529	426	529	500	475
"ENSG00000121892.15"	3535	2865	3463	3249	1696	1960	1788	1762
"ENSG00000083642.19"	1033	866	1019	958	321	353	372	304
"ENSG00000148459.16"	214	179	222	224	82	110	112	80
"ENSG00000182347.10"	0	2	0	0	0	0	0	0
"ENSG00000164494.12"	385	367	409	388	424	470	449	391
"ENSG00000179889.20"	228	166	276	107	166	363	172	203
"ENSG00000275498.5"	1227	1053	1202	1256	1254	1373	1177	1105
"ENSG00000255185.7"	50	37	42	33	27	57	27	28
"ENSG00000160209.19"	2285	2239	2624	2547	2433	2633	2421	2463
"ENSG00000241360.2"	713	894	980	962	411	527	533	469
"ENSG00000120509.12"	636	632	677	738	708	781	744	683
"ENSG00000133401.16"	8	7	6	3	10	10	11	9
"ENSG00000067840.13"	1	0	0	0	1	0	0	0
"ENSG00000186862.20"	40	47	60	60	52	80	66	69
"ENSG00000165650.12"	2636	2198	2455	2416	1686	1839	1751	1621
"ENSG00000284316.2"	3	0	0	0	0	0	0	0
"ENSG00000155714.14"	0	0	0	0	0	0	0	0
"ENSG00000174827.14"	23	7	12	11	7	3	4	8
"ENSG00000215859.10"	0	0	1	0	0	0	0	0
"ENSG00000226926.7"	0	0	4	0	3	1	6	1
"ENSG00000121440.15"	207	215	218	261	165	175	143	162
"ENSG00000162734.13"	6651	6413	7220	7199	10285	11521	11007	10130
"ENSG00000173517.11"	1613	1342	1333	1359	1319	1561	1407	1422
"ENSG00000188305.6"	15	9	6	9	3	12	3	3
"ENSG00000187800.14"	201	189	196	174	117	130	92	158
"ENSG00000089220.5"	5186	5153	6040	6166	5113	5658	5280	4867
"ENSG00000270532.1"	0	1	2	0	0	0	0	0
"ENSG00000134020.8"	0	0	0	0	0	0	3	0
"ENSG00000261371.6"	2	2	2	4	1	5	0	1
"ENSG00000115425.14"	94	123	149	110	63	88	96	66
"ENSG00000240849.11"	510	548	562	510	567	619	576	526
"ENSG00000124208.16"	166	113	137	209	138	335	251	181
"ENSG00000162517.13"	1178	1164	1440	1440	1130	1286	1290	1084
"ENSG00000242265.6"	4435	3657	4134	4212	2532	2550	2298	2318
"ENSG00000197329.12"	95	72	95	93	59	75	61	44
"ENSG00000139946.11"	169	126	171	142	36	34	20	23
"ENSG00000174516.15"	222	228	287	286	263	285	302	335
"ENSG00000152684.11"	918	916	1014	974	1221	1332	1295	1218
"ENSG00000141456.16"	1265	1272	1467	1335	965	1177	982	959
"ENSG00000133027.18"	284	313	339	327	261	311	339	267
"ENSG00000181195.11"	0	0	0	0	2	0	0	1
"ENSG00000124299.16"	941	1064	1171	1157	1260	1288	1303	1206
"ENSG00000179094.16"	155	120	104	117	130	148	126	152
"ENSG00000132326.13"	109	113	111	97	54	73	59	59
"ENSG00000049246.15"	537	475	491	471	199	175	184	160
"ENSG00000187642.10"	0	24	0	1	0	3	0	6
"ENSG00000112378.12"	3105	2963	3399	3315	3844	4486	4311	3464
"ENSG00000100029.18"	1997	2110	2387	2362	2035	2266	2172	1835
"ENSG00000229833.11"	166	207	199	218	179	154	125	212
"ENSG00000232838.4"	71	82	103	127	87	75	86	90
"ENSG00000127980.16"	436	361	407	344	315	295	309	295
"ENSG00000157911.11"	621	654	679	727	727	798	746	792
"ENSG00000166821.9"	44	41	46	40	28	50	34	38
"ENSG00000131779.11"	447	496	468	497	531	584	633	552
"ENSG00000104883.8"	10	4	14	10	22	19	22	16
"ENSG00000108733.11"	151	141	150	171	177	155	170	162
"ENSG00000162928.9"	566	517	568	537	556	681	580	559
"ENSG00000142655.13"	382	489	546	530	428	452	405	411
"ENSG00000121680.16"	208	241	247	294	385	411	406	390
"ENSG00000162735.19"	1027	938	1000	1074	1209	1358	1363	1145
"ENSG00000164751.15"	601	530	635	608	523	633	625	500
"ENSG00000215193.14"	1623	1401	1544	1643	1559	1707	1613	1597
"ENSG00000034693.15"	202	215	222	237	231	246	268	192
"ENSG00000288217.3"	373	236	379	459	474	508	305	515
"ENSG00000139197.11"	185	304	193	59	162	159	363	102
"ENSG00000114757.19"	8	9	0	11	1	2	3	2
"ENSG00000124587.14"	555	578	605	618	793	884	807	869
"ENSG00000112357.14"	108	108	106	89	103	133	109	112
"ENSG00000178921.14"	1600	1564	1633	1442	717	786	567	766
"ENSG00000113068.10"	1535	1506	1651	1700	1362	1555	1489	1270
"ENSG00000143256.5"	570	682	834	862	664	665	705	692
"ENSG00000101132.10"	302	267	342	295	189	225	219	184
"ENSG00000123349.15"	1642	1844	2023	1963	2246	2717	2611	2310
"ENSG00000237335.8"	31	22	20	30	9	15	6	7
"ENSG00000235692.8"	360	394	464	392	351	386	403	324
"ENSG00000204220.12"	25	38	85	79	92	57	76	74
"ENSG00000206283.10"	0	9	6	0	0	4	5	0
"ENSG00000158571.11"	0	0	1	0	1	2	0	1
"ENSG00000123836.15"	272	277	280	305	355	408	322	325
"ENSG00000170525.21"	703	648	731	683	580	620	548	561
"ENSG00000114268.12"	396	426	493	456	382	330	348	350
"ENSG00000141959.17"	3282	3294	3638	3584	3063	3453	3274	3208
"ENSG00000152556.17"	1372	1359	1405	1354	1913	2067	1916	1840
"ENSG00000067057.19"	7059	7164	7715	7823	6007	6779	6023	6145
"ENSG00000108518.8"	24476	26667	30737	31032	21216	24098	23350	21532
"ENSG00000233328.3"	0	0	0	0	0	1	0	0
"ENSG00000226028.2"	0	0	0	0	1	0	1	0
"ENSG00000270392.2"	204	111	138	115	121	92	72	111
"ENSG00000234367.1"	14	14	1	7	4	5	6	10
"ENSG00000225080.1"	4	8	5	8	3	1	1	2
"ENSG00000227212.3"	12	21	11	13	17	14	11	11
"ENSG00000244371.2"	12	8	11	12	9	10	7	9
"ENSG00000070087.15"	4144	3840	4603	4364	5110	5724	5371	4671
"ENSG00000176732.7"	13	2	14	5	3	11	5	5
"ENSG00000229859.10"	0	0	0	0	0	0	0	0
"ENSG00000229183.10"	0	0	0	0	0	1	0	2
"ENSG00000171314.9"	18925	19078	22015	22010	16601	18663	18584	16172
"ENSG00000220515.2"	0	0	0	0	0	0	0	0
"ENSG00000214041.4"	0	0	0	2	0	0	0	0
"ENSG00000257150.4"	6	0	1	2	2	13	1	5
"ENSG00000213997.3"	1	5	1	3	2	2	2	5
"ENSG00000255200.1"	14	11	7	3	6	9	4	9
"ENSG00000226784.3"	0	0	0	0	0	0	1	0
"ENSG00000247077.8"	1169	1280	1358	1274	787	939	887	821
"ENSG00000253224.1"	0	0	0	1	0	0	0	0
"ENSG00000197121.15"	637	600	590	562	381	434	386	365
"ENSG00000148985.20"	253	246	276	282	266	323	300	312
"ENSG00000161395.14"	166	150	149	150	223	263	239	208
"ENSG00000165152.9"	1032	1025	1236	1256	927	1092	1076	980
"ENSG00000129925.11"	1739	1820	1940	1916	2628	3028	2976	2702
"ENSG00000137338.6"	262	195	236	197	89	79	99	128
"ENSG00000185220.12"	116	79	90	89	58	87	65	79
"ENSG00000182405.6"	107	91	95	87	105	109	113	112
"ENSG00000249834.3"	0	0	2	0	0	1	0	0
"ENSG00000177614.11"	1	3	5	2	3	3	2	5
"ENSG00000227179.7"	0	0	0	0	0	0	0	1
"ENSG00000096088.16"	0	0	0	0	0	0	0	0
"ENSG00000142657.21"	4385	4052	4813	4791	4123	4828	4551	4155
